OG,lnL_Null2,lnL_Null05,lnL_ML2,lnL_ML05,lnL_Fix,W_Null2,W_Null05,W0_ML2,W1_ML2,W0_ML05,W1_ML05
N0.HOG0001693,-33664.863144,-32742.37494,-32110.104234,-35103.068277,-32240.913397,0.12928,0.06643,0.08389,1.64957,0.5047,0.47289
N0.HOG0001699,-57100.194931,-57107.903544,-57063.447204,-57107.230832,-57744.157148,0.28822,0.26243,0.30087,0.17634,0.28763,0.1538
N0.HOG0001710,-58047.436554,-53093.631183,-54308.535658,-54216.069046,-52830.143589,2,0.50132,0.24669,2.01672,0.48778,0.4521
N0.HOG0001711,-29453.475206,-29453.475206,-29449.30949,-29449.30949,-29820.106378,0.2346,0.2346,0.24374,0.20192,0.24374,0.20192
N0.HOG0001712,-30670.194512,-30670.194512,-30665.795357,-30665.795357,-31118.560178,0.24985,0.24985,0.26222,0.22013,0.26222,0.22014
N0.HOG0001715,-27696.488566,-27696.488566,-27661.29335,-27661.29335,-28097.394491,0.25688,0.25688,0.28819,0.16126,0.28819,0.16126
N0.HOG0001719,-44140.28722,-44797.258287,-44165.94577,-46149.290992,-44618.963954,0.2633,0.5,0.23866,0.18035,0.57052,0.41666
N0.HOG0001728,-41744.56055,-41744.56055,-41717.999544,-41717.999544,-42177.271043,0.24493,0.24494,0.26124,0.16273,0.26124,0.16272
N0.HOG0001736,-19118.882907,-19118.882907,-19104.946284,-19104.946284,-19362.952503,0.24416,0.24417,0.27198,0.17016,0.27198,0.17015
N0.HOG0001804,-23638.565894,-23638.565894,-23628.663593,-23628.663593,-23807.510192,0.23957,0.23957,0.25294,0.16393,0.25294,0.16393
N0.HOG0001808,-23062.595675,-23062.595674,-23062.453557,-23062.453559,-23392.803095,0.2504,0.2504,0.25309,0.24446,0.2531,0.24443
N0.HOG0001819,-20177.183738,-20177.183738,-20156.464047,-20156.464047,-20558.254654,0.25059,0.25059,0.29055,0.18255,0.29055,0.18255
N0.HOG0001823,-34457.825168,-34581.119128,-34671.535642,-34479.963924,-34726.535827,0.27599,0.26281,0.27017,0.34173,0.2634,0.41385
N0.HOG0001830,-11091.516941,-11091.516941,-11090.838018,-11090.838018,-11221.980012,0.24029,0.24029,0.24742,0.21888,0.24742,0.21888
N0.HOG0001833,-78826.043998,-78842.133759,-82035.062952,-78785.349329,-80090.686723,0.1618,0.15595,0.20215,0.2693,0.1652,0.18949
N0.HOG0001835,-37579.928925,-37579.928925,-37672.711778,-37570.925393,-38577.150224,0.12615,0.12615,0.11921,0.06216,0.13422,0.10396
N0.HOG0001844,-62351.254468,-62351.254472,-62350.837398,-62350.837401,-62720.518584,0.19129,0.1913,0.19022,0.20085,0.1902,0.20063
N0.HOG0001846,-64738.329935,-64738.329935,-64673.989823,-64673.989823,-65450.844327,0.17875,0.17875,0.19046,0.0911,0.19046,0.0911
N0.HOG0001848,-25011.851033,-25011.851033,-24990.905205,-24990.905205,-25957.588722,0.13144,0.13144,0.15121,0.0974,0.15121,0.09741
N0.HOG0001859,-281480.817147,-281448.623605,-281444.904496,-281520.729528,-284700.212915,0.39046,0.37322,0.38878,0.34885,0.37473,0.36028
N0.HOG0001861,-17193.514289,-16557.996847,-17493.931639,-16819.67307,-17041.050759,0.11585,0.12645,0.14802,1.57002,0.22213,0.04477
N0.HOG0001865,-73066.879399,-73570.373449,-89430.762355,-74056.179718,-75895.95054,0.07081,0.05989,2.38764,2.16883,0.0933,0.07269
N0.HOG0001873,-27534.980348,-27534.980324,-27514.026992,-27514.026992,-27945.956254,0.14998,0.14999,0.16043,0.08843,0.16043,0.08843
N0.HOG0001874,-100267.164694,-100267.164693,-100251.588038,-100251.588018,-101121.597647,0.30842,0.30842,0.32274,0.26556,0.32275,0.26556
N0.HOG0001880,-43818.323872,-43818.323872,-43797.696888,-43797.696888,-44230.417421,0.25009,0.25009,0.26503,0.17722,0.26503,0.17722
N0.HOG0001898,-18691.801721,-18691.801721,-18691.299997,-18691.299997,-18861.458562,0.30214,0.30214,0.30831,0.28587,0.30831,0.28587
N0.HOG0001909,-112220.379902,-112220.379879,-112187.882838,-112187.882496,-114089.901256,0.17114,0.17114,0.1806,0.13447,0.18055,0.13451
N0.HOG0001915,-31984.407579,-31984.407579,-31984.360467,-31984.360467,-32122.97457,0.40283,0.40283,0.40473,0.39722,0.40474,0.39722
N0.HOG0001917,-62376.383896,-51492.504482,-59648.814516,-51388.77282,-57191.792929,2,0.09643,1.15149,1.21684,0.10219,0.0118
N0.HOG0001919,-58474.325078,-58580.889376,-58394.103392,-59295.253329,-58898.965192,0.13518,0.13735,0.15057,0.07034,0.14353,2.46418
N0.HOG0001922,-49397.597487,-43186.73197,-44516.373778,-43109.960367,-46936.541406,1.4622,0.11176,0.16851,0.36157,0.11848,0.12667
N0.HOG0001927,-67750.427211,-67403.72546,-68118.184223,-72762.31719,-69221.215611,0.10726,0.16353,0.15379,0.09651,0.59614,0.57547
N0.HOG0001930,-64229.005002,-64208.044849,-64196.263757,-64194.962277,-65344.042523,0.22599,0.24612,0.25563,0.22509,0.2463,0.2268
N0.HOG0001933,-42878.525163,-42878.525161,-42815.947821,-42815.947863,-43417.399851,0.20389,0.20389,0.22311,0.10163,0.22311,0.10161
N0.HOG0001937,-30534.30732,-30534.30732,-30512.321017,-30512.321017,-31264.613134,0.18643,0.18643,0.2073,0.1399,0.2073,0.1399
N0.HOG0001956,-56008.611987,-56008.611987,-56004.339845,-56004.339845,-56074.031289,0.29372,0.29372,0.28892,0.36581,0.28892,0.36581
N0.HOG0001958,-94428.530721,-94428.53072,-94410.821938,-94410.821936,-95308.889088,0.30709,0.30709,0.32547,0.26274,0.32547,0.26274
N0.HOG0001960,-64830.745912,-64830.722666,-64829.371905,-64829.374252,-65109.601691,0.29719,0.29768,0.30132,0.27481,0.3014,0.27474
N0.HOG0001987,-72413.525,-72413.528348,-72380.329153,-72380.324089,-73315.533221,0.1721,0.17192,0.18082,0.11683,0.18069,0.11698
N0.HOG0001989,-122646.566953,-122669.845852,-127178.038172,-125594.161055,-124991.396905,0.26089,0.27251,0.282,2.06263,0.4628,0.87068
N0.HOG0001993,-63757.062336,-63757.062336,-63741.99732,-63741.997321,-63995.358416,0.28784,0.28784,0.295,0.19861,0.29499,0.19861
N0.HOG0001994,-70066.81903,-70066.81903,-70017.479057,-70017.479057,-70789.434405,0.22818,0.22818,0.24306,0.14574,0.24306,0.14573
N0.HOG0001995,-74377.293328,-74377.29333,-74349.747522,-74349.74753,-74989.102883,0.32063,0.32062,0.34213,0.25197,0.34212,0.25198
N0.HOG0001996,-52230.899251,-52230.899251,-52178.78962,-52178.78962,-52769.182175,0.23607,0.23607,0.2537,0.13753,0.2537,0.13754
N0.HOG0001997,-43073.252219,-43073.252219,-43050.046922,-43050.046912,-43538.965026,0.23066,0.23066,0.24434,0.16054,0.24436,0.16055
N0.HOG0001998,-33672.50024,-33672.50024,-33672.124598,-33672.124598,-33857.259121,0.2996,0.2996,0.30255,0.28541,0.30255,0.28541
N0.HOG0002002,-36223.832264,-36223.832264,-36213.72804,-36213.72804,-36674.322559,0.22424,0.22424,0.23651,0.17961,0.23651,0.17961
N0.HOG0002008,-28590.34858,-28590.348576,-28585.693725,-28585.693728,-29202.793662,0.13334,0.13333,0.13955,0.11222,0.13954,0.11223
N0.HOG0002009,-68636.565189,-68636.565189,-68619.094251,-68619.094251,-69656.43279,0.16248,0.16248,0.16996,0.12728,0.16996,0.12727
N0.HOG0002010,-46503.819679,-46503.819676,-46481.901186,-46481.901186,-47007.906826,0.22661,0.22661,0.24088,0.16328,0.24087,0.16331
N0.HOG0002011,-70981.733856,-70981.733848,-70936.13833,-70936.138325,-72141.585274,0.25162,0.25162,0.28036,0.19289,0.28035,0.19289
N0.HOG0002018,-31141.174192,-31141.163289,-31126.8571,-31126.856347,-31414.195253,0.24058,0.2405,0.25385,0.16656,0.25401,0.16661
N0.HOG0002021,-51563.993751,-51563.993752,-51520.786519,-51520.786521,-52536.358033,0.2264,0.2264,0.25356,0.16442,0.25356,0.16444
N0.HOG0002025,-33937.33419,-33937.33419,-33911.298702,-33911.298702,-34329.958362,0.24897,0.24897,0.27355,0.17188,0.27355,0.17188
N0.HOG0002027,-48503.10966,-48503.10966,-48471.264944,-48471.264944,-49103.446063,0.25443,0.25443,0.2757,0.18153,0.2757,0.18153
N0.HOG0002030,-57709.353797,-57709.353797,-57695.678529,-57695.678529,-57909.063909,0.2527,0.2527,0.2589,0.16792,0.2589,0.16792
N0.HOG0002043,-51724.456279,-50565.000888,-50489.237263,-50653.837804,-51617.559961,0.56236,0.20264,0.25908,0.24649,0.27779,0.15399
N0.HOG0002045,-60614.559699,-60614.624385,-60613.888687,-60613.905761,-62689.392173,0.13326,0.133,0.13576,0.12953,0.13581,0.12935
N0.HOG0002047,-21944.338886,-21944.338886,-21943.31436,-21943.31436,-22140.297565,0.22322,0.22322,0.22804,0.20196,0.22804,0.20196
N0.HOG0002048,-47264.928319,-47264.928319,-47231.829465,-47231.829465,-47695.291461,0.22226,0.22226,0.23569,0.13268,0.23569,0.13269
N0.HOG0002049,-64654.938093,-64654.938093,-64627.83935,-64627.83935,-65242.329449,0.24013,0.24013,0.25248,0.16956,0.25248,0.16956
N0.HOG0002050,-37489.349009,-37489.349009,-37459.355069,-37459.355068,-37821.001648,0.23111,0.23111,0.24675,0.13043,0.24675,0.13043
N0.HOG0002053,-35514.690548,-35514.690549,-35502.090596,-35502.090596,-36197.556311,0.19249,0.19249,0.20599,0.15381,0.20598,0.15381
N0.HOG0002054,-59148.40284,-55869.819179,-55848.419424,-55848.633383,-56894.705014,0.32036,0.13992,0.14778,0.10297,0.14747,0.10177
N0.HOG0002059,-72696.202164,-72696.202165,-72679.639585,-72679.639586,-74248.911282,0.16877,0.16877,0.17853,0.14165,0.17852,0.14164
N0.HOG0002060,-73545.514294,-73535.717451,-73510.027466,-73510.453744,-74209.924912,0.19313,0.18507,0.20207,0.14187,0.20226,0.13979
N0.HOG0002064,-38217.639008,-38217.638957,-38204.216891,-38204.216889,-38493.52213,0.21614,0.2161,0.22454,0.14396,0.22455,0.14392
N0.HOG0002065,-56165.480667,-56165.480666,-56160.299224,-56160.299225,-57100.64734,0.17444,0.17443,0.18041,0.15404,0.18041,0.15404
N0.HOG0002067,-45935.154002,-45935.154002,-45911.851701,-45911.851701,-46373.088613,0.25,0.25,0.26695,0.17855,0.26695,0.17855
N0.HOG0002068,-27113.941099,-27113.941099,-27113.85635,-27113.85635,-27298.003192,0.25148,0.25148,0.25017,0.25788,0.25017,0.25788
N0.HOG0002069,-29439.868673,-29439.868673,-29431.48749,-29431.48749,-29597.548803,0.21539,0.21539,0.2223,0.14227,0.2223,0.14227
N0.HOG0002070,-25385.295261,-25385.295261,-25375.937268,-25375.937268,-25588.426564,0.171,0.171,0.17707,0.11262,0.17707,0.11262
N0.HOG0002072,-31944.256854,-31944.274543,-31970.941814,-31941.809594,-32225.08244,0.18703,0.1873,0.1981,0.20015,0.1909,0.1583
N0.HOG0002073,-46183.548288,-46183.548288,-46183.464164,-46183.464164,-46459.156579,0.30572,0.30572,0.30704,0.3003,0.30704,0.3003
N0.HOG0002074,-37631.090407,-37631.090407,-37623.237172,-37623.237172,-37861.580942,0.27906,0.27906,0.28914,0.21758,0.28913,0.21757
N0.HOG0002075,-26766.30052,-26766.300523,-26765.550285,-26765.550285,-26896.445932,0.24829,0.24829,0.25107,0.22413,0.25107,0.22413
N0.HOG0002077,-25140.066669,-25140.066669,-25139.853084,-25139.853084,-25221.411619,0.29109,0.29109,0.28923,0.30687,0.28923,0.30687
N0.HOG0002085,-26228.390196,-26228.390196,-26218.146295,-26218.146295,-26327.908373,0.28077,0.28077,0.29088,0.16779,0.29088,0.16779
N0.HOG0002094,-101497.875316,-101497.875316,-101497.376664,-101497.376664,-102311.164922,0.33816,0.33816,0.34257,0.3314,0.34257,0.3314
N0.HOG0002097,-52490.182903,-52490.182902,-52458.581415,-52458.581415,-53473.184321,0.2218,0.2218,0.24756,0.1724,0.24756,0.1724
N0.HOG0002165,-47235.361195,-47235.362415,-47176.12004,-47176.120287,-48607.139394,0.09104,0.09105,0.10393,0.04674,0.104,0.0467
N0.HOG0002172,-48580.718415,-48314.800831,-49098.243645,-48263.595329,-49635.543095,0.13933,0.13093,0.14878,0.11409,0.13064,0.0822
N0.HOG0002173,-58856.957539,-58857.274023,-58841.717077,-58842.579699,-59629.806398,0.10602,0.10571,0.11178,0.07055,0.11099,0.07024
N0.HOG0002176,-86962.352213,-86962.352215,-86950.061023,-86950.061013,-88677.606878,0.17763,0.17763,0.18558,0.15551,0.18558,0.15551
N0.HOG0002182,-52169.724443,-52169.724443,-52150.860743,-52150.860743,-52902.635315,0.26877,0.26877,0.29073,0.22121,0.29073,0.22121
N0.HOG0002183,-55493.772541,-55493.772541,-55474.125248,-55474.125248,-56623.363866,0.1814,0.1814,0.19408,0.14589,0.19408,0.14588
N0.HOG0002185,-16454.685147,-16454.685171,-16427.238994,-16427.239005,-17008.581036,0.1219,0.12192,0.14542,0.07356,0.14546,0.07357
N0.HOG0002186,-24809.238622,-24809.238622,-24806.910572,-24806.910572,-25051.792754,0.12824,0.12823,0.13107,0.10413,0.13107,0.10412
N0.HOG0002189,-52566.735328,-44027.713435,-49030.167883,-45392.331874,-46337.728763,2,0.07117,2.87918,0.05819,0.0544,0.43949
N0.HOG0002190,-44800.932142,-44699.211763,-45118.972215,-46034.793184,-50555.835257,0.0842,0.06073,0.06573,0.21541,0.40236,0.06911
N0.HOG0002279,-146941.869832,-144342.14932,-144319.181201,-146732.621462,-145702.278358,0.36112,0.27124,0.29717,0.23966,0.28331,1.44015
N0.HOG0002280,-90932.688963,-89473.187136,-89446.755708,-89428.22401,-90136.418339,0.32471,0.24301,0.27227,0.27924,0.27147,0.26672
N0.HOG0002310,-13973.979419,-13956.187443,-14727.120995,-14824.831152,-16336.124712,0.01984,0.01859,0.02395,3.57592,0.02051,2.62754
N0.HOG0002318,-19021.771328,-19021.771329,-19003.074748,-19003.074747,-19340.078471,0.14619,0.1462,0.1574,0.08127,0.15739,0.08127
N0.HOG0002322,-23297.735721,-23297.735721,-23286.517546,-23286.517546,-23492.039489,0.26248,0.26248,0.27713,0.18318,0.27713,0.18318
N0.HOG0002331,-21769.594312,-18160.567555,-19330.591614,-18718.671481,-18800.947329,1.12073,0.01947,1e-04,2.49626,0.01918,2e-04
N0.HOG0002353,-9780.462777,-9825.707788,-10034.514174,-10970.273966,-10148.557951,0.0142,0.01165,0.01328,1.60358,0.4979,0.48213
N0.HOG0002376,-19303.062545,-19303.062544,-19275.027687,-19275.027687,-19714.366116,0.17496,0.17495,0.19927,0.10541,0.19926,0.10541
N0.HOG0002378,-18436.795348,-18436.795348,-18436.79126,-18436.79126,-18498.90475,0.27753,0.27753,0.2772,0.28012,0.2772,0.28012
N0.HOG0002380,-28648.484831,-28648.484818,-28627.067735,-28627.067734,-28960.06138,0.21398,0.21401,0.22754,0.13195,0.22754,0.13196
N0.HOG0002381,-18452.37169,-18452.37169,-18447.268737,-18447.268737,-18693.444822,0.17471,0.17471,0.18252,0.13377,0.18252,0.13377
N0.HOG0002388,-27778.538478,-27778.538478,-27700.520128,-27700.520128,-27893.29217,0.2931,0.29311,0.31718,0.02528,0.31718,0.02528
N0.HOG0002399,-30687.856922,-30687.856922,-30664.204978,-30664.204978,-30948.900831,0.23995,0.23995,0.25556,0.14123,0.25556,0.14122
N0.HOG0002400,-21510.203465,-19715.723499,-20277.129337,-20061.423131,-19838.886292,1.90796,0.24845,0.35146,0.17056,0.25192,4.1192
N0.HOG0002402,-26100.803479,-26100.803479,-26078.850993,-26078.850991,-26491.339752,0.22443,0.22443,0.2524,0.15866,0.2524,0.15867
N0.HOG0002403,-23424.267962,-23424.267783,-23412.102912,-23412.102902,-24371.661232,0.15119,0.15129,0.17397,0.12721,0.174,0.12721
N0.HOG0002406,-18787.400235,-18787.400235,-18784.13932,-18784.139322,-19053.11483,0.14666,0.14666,0.14039,0.17214,0.14039,0.17214
N0.HOG0002407,-32363.53987,-32363.53987,-32363.517105,-32363.517105,-33238.492986,0.19824,0.19824,0.19926,0.1971,0.19925,0.1971
N0.HOG0002411,-11144.872005,-11331.20937,-12892.817398,-12270.17092,-12577.479166,0.01102,0.02035,1.69496,1.83069,0.46279,0.42584
N0.HOG0002416,-12359.791251,-13362.524303,-12280.055115,-12237.346467,-12349.280056,0.06723,0.53075,0.04098,0.12381,0.04729,0.15323
N0.HOG0002422,-103387.86319,-103387.86319,-103266.967612,-103266.967612,-104600.417839,0.21725,0.21725,0.23501,0.11787,0.23501,0.11787
N0.HOG0002423,-81314.183167,-81462.810581,-81325.230072,-81236.519433,-81841.425389,0.19461,0.18391,0.20503,0.07046,0.25371,0.08191
N0.HOG0002434,-88877.235824,-88877.206675,-90190.241648,-88913.827646,-90069.397806,0.1359,0.13577,0.29654,0.07054,0.14043,0.06661
N0.HOG0002437,-91535.034371,-91011.858245,-93598.368545,-92822.023101,-91500.105019,0.15805,0.12292,0.09721,1.64123,0.11295,0.58572
N0.HOG0002482,-69045.813988,-69045.813988,-69005.075013,-69005.075013,-69449.178375,0.261,0.261,0.27302,0.15326,0.27302,0.15327
N0.HOG0002483,-110144.130227,-110144.130232,-110094.217222,-110094.217189,-110990.30196,0.26772,0.26771,0.2817,0.18677,0.28168,0.18671
N0.HOG0002495,-20696.818871,-20696.818875,-20666.212196,-20666.212027,-21019.859227,0.22759,0.22757,0.25644,0.13459,0.25658,0.13461
N0.HOG0002504,-34967.978174,-34967.978249,-34902.665647,-34902.665646,-35516.747679,0.18066,0.18065,0.19978,0.0837,0.19979,0.08373
N0.HOG0002523,-29848.438298,-27685.420673,-28421.940412,-27452.633292,-31358.833919,0.09039,0.03651,0.05152,1.7631,0.04164,0.03931
N0.HOG0002525,-34303.041983,-32861.805476,-40097.32659,-33464.238828,-33387.420422,1e-04,0.02318,1.93557,2.20054,0.02403,1.69753
N0.HOG0002527,-19222.491445,-19222.491445,-19192.72777,-19192.72777,-19560.762795,0.19508,0.19508,0.2214,0.11039,0.2214,0.11039
N0.HOG0002528,-41683.600642,-37439.076156,-37458.59273,-37451.902283,-38361.95488,1.99999,0.18579,0.23793,0.10356,0.24438,0.18466
N0.HOG0002533,-84325.098235,-84325.098237,-84257.282395,-84257.282396,-85651.870065,0.22215,0.22216,0.24293,0.15196,0.24292,0.15198
N0.HOG0002536,-233771.99178,-233760.649967,-242621.290959,-233540.011342,-238094.48676,0.27766,0.26971,0.27851,2.04941,0.30891,0.2019
N0.HOG0002545,-256542.343044,-256542.343044,-256532.041169,-256532.041169,-258608.843813,0.3429,0.3429,0.35223,0.32155,0.35223,0.32155
N0.HOG0002550,-50700.020971,-50485.356908,-55738.972774,-55291.767568,-53084.87718,0.1239,0.12931,1.84929,0.04604,0.59819,0.50318
N0.HOG0002551,-38488.069244,-38488.077578,-38479.131746,-38479.125565,-39079.227625,0.10152,0.10188,0.10632,0.07336,0.10633,0.07345
N0.HOG0002575,-89691.299537,-79769.624283,-79773.215976,-79769.598859,-80227.979561,2.00003,0.19582,0.23634,0.19984,0.19529,0.17177
N0.HOG0002586,-48364.467668,-48364.467668,-48350.354706,-48350.354706,-48684.706811,0.27902,0.27902,0.2918,0.20944,0.2918,0.20944
N0.HOG0002591,-112845.254709,-112845.253455,-112760.256365,-112760.277365,-113724.869689,0.25753,0.25736,0.27219,0.15231,0.27251,0.15264
N0.HOG0002609,-54362.238066,-54362.238067,-54338.990272,-54338.990272,-54857.256371,0.26325,0.26325,0.27789,0.19265,0.27788,0.19265
N0.HOG0002610,-22398.224261,-22398.22426,-22373.114029,-22373.11403,-22573.393767,0.29328,0.29327,0.31631,0.16222,0.31631,0.16223
N0.HOG0002612,-41539.817556,-41539.817556,-41520.652276,-41520.652276,-42235.752396,0.25994,0.25993,0.28631,0.21274,0.2863,0.21274
N0.HOG0002613,-19136.879124,-19136.879124,-19135.747159,-19135.747159,-19251.973893,0.26674,0.26674,0.2719,0.23526,0.2719,0.23526
N0.HOG0002614,-112086.939577,-112086.939578,-112067.878613,-112067.878621,-112807.003619,0.26062,0.26062,0.26822,0.20777,0.26822,0.20779
N0.HOG0002616,-318590.741779,-316765.685349,-316390.013923,-322833.660562,-326003.703379,0.24189,0.23141,0.28658,0.18139,1.16903,0.17919
N0.HOG0002638,-60071.132225,-60071.124412,-60048.97812,-60049.262725,-60698.937554,0.35225,0.35259,0.38592,0.2943,0.38827,0.29519
N0.HOG0002709,-33828.719685,-33828.659095,-33822.247117,-33822.421061,-34398.51491,0.18953,0.18858,0.19938,0.16033,0.20031,0.16476
N0.HOG0002717,-34934.115119,-34934.115119,-34928.964851,-34928.964851,-35209.259924,0.22082,0.22082,0.22716,0.17913,0.22716,0.17913
N0.HOG0002722,-30625.279743,-30625.279743,-30623.745266,-30623.745266,-30774.749701,0.2753,0.2753,0.27969,0.24197,0.27969,0.24197
N0.HOG0002725,-38629.908398,-38498.183619,-38518.673978,-38747.359186,-38899.422967,0.3307,0.26766,0.29536,0.20074,0.27204,0.08687
N0.HOG0002740,-77484.655989,-77484.655989,-77396.08693,-77396.08693,-78542.394759,0.22937,0.22937,0.25278,0.13834,0.25278,0.13834
N0.HOG0002742,-152164.208352,-151359.868165,-159719.049609,-150933.94267,-154501.495488,0.32095,0.18677,1.6199,0.1492,0.24607,0.14297
N0.HOG0002745,-46384.707777,-46384.707777,-46356.673721,-46356.673721,-47089.994853,0.21281,0.21281,0.23074,0.15368,0.23074,0.15367
N0.HOG0002746,-63175.481668,-63175.481668,-63141.406867,-63141.406868,-63833.122754,0.23352,0.23352,0.24777,0.1603,0.24778,0.1603
N0.HOG0002747,-68427.766469,-68427.766469,-68319.037303,-68319.037303,-68922.697299,0.23136,0.23136,0.24656,0.07733,0.24656,0.07733
N0.HOG0002749,-80594.736987,-80594.736987,-80577.507512,-80577.507512,-81395.632275,0.23888,0.23888,0.24861,0.19328,0.24861,0.19329
N0.HOG0002754,-66775.792126,-59852.716894,-57706.696382,-58959.474498,-59591.01364,2,0.5,0.18376,0.18691,0.16213,0.68046
N0.HOG0002755,-101261.542746,-89604.787106,-94182.480722,-89573.635555,-91821.70478,2.10453,0.1992,0.3582,0.19988,0.21423,0.14453
N0.HOG0002756,-31584.225533,-31584.225533,-31572.734835,-31572.734835,-32020.810356,0.17859,0.17859,0.18789,0.13253,0.18789,0.13253
N0.HOG0002757,-65215.620612,-65215.621323,-65177.585988,-65177.585992,-65652.269017,0.25766,0.2577,0.27143,0.15633,0.27141,0.15636
N0.HOG0002759,-42995.867325,-42995.867323,-42990.564693,-42990.564886,-43219.234214,0.30941,0.30939,0.31817,0.25634,0.31816,0.25674
N0.HOG0002762,-63738.276262,-63738.276254,-63716.057751,-63716.057749,-64077.469315,0.32511,0.32508,0.33993,0.23435,0.33997,0.23446
N0.HOG0002763,-48686.482556,-48686.482556,-48678.335845,-48678.335841,-48948.689151,0.32999,0.32998,0.34281,0.27017,0.34281,0.2702
N0.HOG0002767,-74804.460861,-74804.46086,-74798.119389,-74798.119388,-75325.764439,0.23235,0.23235,0.23872,0.19764,0.23872,0.19765
N0.HOG0002808,-89613.72824,-89613.728221,-89578.066791,-89578.06679,-90712.570384,0.20581,0.20581,0.21675,0.15103,0.21675,0.15103
N0.HOG0002814,-92576.033771,-86902.529075,-87580.802081,-90916.579782,-88336.854429,0.21571,0.20975,0.2387,0.16581,0.43145,0.49385
